"student","course","condition","level","Interaction","hintCount","TotalTime","TotalPSTime","TotalWETime","UseCount","PrepCount","MorphCount","OptionalCount","InterfaceErrorCount","RightApp","WrongApp","WrongSemanticsApp","WrongSyntaxApp","FDActionCount","BDActionCount","DirectProofActionCount","InDirectProofActionCount","actionCount","UseWindowInfo","NonPSelements","AppCount","HoverHintCount","NextStepClickCountWE","PreviousStepClickCountWE","deletedApp","avgstepTime","avgstepTimeWE","avgstepTimePS","stepTimeDeviation","PrightAppRatio","RrightAppRatio","F1Score","AppRatio","hintRatio","BlankRatio"
"afranci","CSC226-001-BARNES-F16","Random",6,1799,83,8811.933,8507.29,304.643,131,82,120,11,557,215,129,49,80,1272,3,1275,0,1275,1,177,1098,55,28,1,19,4.80400598476605,6.92370454545455,4.75201783723523,9.38812498965646,0.195810564663024,1.91964285714286,0.355371900826446,0.861176470588235,0.0650980392156863,0.138823529411765
"cmharri5","CSC226-002-BARNES-F16","Random",1,261,28,1794.227,1794.227,0,27,29,5,0,55,19,42,27,15,215,0,215,0,215,0,29,186,15,0,0,3,6.64528518518519,0,6.64528518518519,11.9285999453051,0.102150537634409,1.26666666666667,0.18905472636816,0.865116279069767,0.130232558139535,0.134883720930233
"cmharri5","CSC226-002-BARNES-F16","Random",2,447,41,3040.826,2953.107,87.719,35,52,5,3,92,33,62,42,20,369,0,369,0,369,4,54,315,44,5,0,4,6.57082937365011,12.5312857142857,6.47933114035088,12.180736305974,0.104761904761905,1.03125,0.190201729106628,0.853658536585366,0.111111111111111,0.146341463414634
"cmharri5","CSC226-002-BARNES-F16","Random",3,636,41,3836.852,3691.203,145.649,56,68,9,3,125,54,82,48,34,530,0,530,0,530,4,60,470,56,11,0,10,5.8359103343465,9.1030625,5.75448598130841,10.8367357819351,0.114893617021277,1.03846153846154,0.206896551724138,0.886792452830189,0.0773584905660377,0.113207547169811
"cmharri5","CSC226-002-BARNES-F16","Random",4,867,45,5148.91,4936.259,212.651,78,81,17,4,172,75,105,57,48,717,0,717,0,717,4,71,646,77,18,0,12,5.77016909294513,6.64534375,5.73764227642276,10.6756283217628,0.11609907120743,1.07142857142857,0.209497206703911,0.900976290097629,0.0627615062761506,0.099023709902371
"cmharri5","CSC226-002-BARNES-F16","Random",5,1303,63,8358.191,8071.576,286.615,88,97,73,7,235,122,144,69,75,1092,4,1000,96,1096,4,98,998,158,24,1,29,6.26337649700599,6.82416666666667,6.24517465224111,11.2499868103334,0.122244488977956,1.38636363636364,0.224677716390424,0.910583941605839,0.0574817518248175,0.0894160583941606
"cmharri5","CSC226-002-BARNES-F16","Random",6,1484,69,9369.108,9061.639,307.469,100,99,97,10,270,145,162,74,88,1241,4,1149,96,1245,4,105,1140,173,25,1,31,6.16736160420776,6.68410869565217,6.15124610169492,10.9610925057294,0.12719298245614,1.35514018691589,0.232558139534884,0.91566265060241,0.0554216867469879,0.0843373493975904
"rjalexan","CSC226-002-BARNES-F16","Random",1,145,1,1200.929,1200.929,0,12,11,3,1,31,17,10,6,4,117,6,123,0,123,0,4,119,42,0,0,1,7.79824025974026,0,7.79824025974026,13.2163483026126,0.142857142857143,1.13333333333333,0.253731343283582,0.967479674796748,0.00813008130081301,0.032520325203252
"rjalexan","CSC226-002-BARNES-F16","Random",2,261,1,1941.082,1914.728,26.354,23,21,3,2,50,31,18,13,5,220,6,226,0,226,0,9,217,81,5,0,1,6.99328057553957,3.76485714285714,7.07667158671587,11.9971997767883,0.142857142857143,0.96875,0.248995983935743,0.960176991150443,0.00442477876106195,0.0398230088495575
"rjalexan","CSC226-002-BARNES-F16","Random",3,395,1,2789.607,2733.604,56.003,32,34,8,4,74,55,23,16,7,335,6,341,0,341,0,16,325,102,11,0,5,6.70085885167464,3.73353333333333,6.81130521091811,11.2386541112283,0.169230769230769,1.05769230769231,0.291777188328912,0.953079178885631,0.00293255131964809,0.0469208211143695
"rjalexan","CSC226-002-BARNES-F16","Random",4,476,1,3258.518,3183.968,74.55,41,38,8,6,83,64,29,21,8,408,6,414,0,414,0,30,384,118,25,0,6,6.52949301397206,2.25909090909091,6.83061111111111,11.0749468651751,0.166666666666667,0.914285714285714,0.281938325991189,0.927536231884058,0.00241545893719807,0.072463768115942
"rjalexan","CSC226-002-BARNES-F16","Random",5,632,1,4394.678,4315.08,79.598,47,41,28,14,104,89,41,26,15,546,6,552,0,552,0,41,511,139,34,0,13,6.66979273827534,1.80904545454545,7.0164262560778,11.2893028528757,0.174168297455969,1,0.296666666666667,0.925724637681159,0.00181159420289855,0.0742753623188406
"rjalexan","CSC226-002-BARNES-F16","Random",6,742,1,4828.453,4743.459,84.994,54,50,40,14,120,112,46,28,18,645,6,651,0,651,0,49,602,142,42,0,16,6.23526512226512,1.57396296296296,6.58341217150761,10.6579789442953,0.186046511627907,1.00900900900901,0.314165497896213,0.924731182795699,0.00153609831029186,0.0752688172043011
"ajfelion","CSC226-002-BARNES-F16","Random",1,1068,4,6483.58,6483.58,0,61,72,63,50,154,94,153,103,50,925,0,834,91,925,2,23,902,35,0,0,29,6.00887859128823,0,6.00887859128823,10.5932749210208,0.104212860310421,4.08695652173913,0.203243243243243,0.975135135135135,0.00432432432432432,0.0248648648648649
"ajfelion","CSC226-002-BARNES-F16","Random",2,1137,4,6938.353,6776.075,162.278,63,75,67,51,168,101,156,104,52,981,0,890,91,981,2,35,946,35,12,0,32,6.02985751520417,9.01544444444444,5.98242541924095,10.5016769649933,0.10676532769556,3.36666666666667,0.206967213114754,0.964322120285423,0.00407747196738022,0.035677879714577
"ajfelion","CSC226-002-BARNES-F16","Random",3,1381,6,8026.147,7822.493,203.654,74,87,95,55,219,133,179,121,58,1179,0,942,237,1179,2,45,1134,35,18,0,33,5.72716619115549,7.54274074074074,5.69151490909091,9.95319221968924,0.117283950617284,2.66,0.224662162162162,0.961832061068702,0.00508905852417303,0.0381679389312977
"ajfelion","CSC226-002-BARNES-F16","Random",4,1538,6,8822.664,8383.439,439.225,82,92,102,58,257,154,181,121,60,1299,0,1062,237,1299,2,61,1238,35,32,1,37,5.65123495518566,7.98810909090909,5.56594757796948,9.75905583534694,0.124394184168013,2.26470588235294,0.23583460949464,0.953040800615858,0.0046189376443418,0.0469591993841416
"ajfelion","CSC226-002-BARNES-F16","Random",5,1835,6,9760.247,9250.133,510.114,101,104,133,59,300,193,205,133,72,1556,0,1136,420,1556,2,77,1479,35,42,1,41,5.24228878153516,7.08659722222222,5.16814572864322,9.21540124903916,0.130493576741041,2.24418604651163,0.246645367412141,0.950514138817481,0.0038560411311054,0.0494858611825193
"ajfelion","CSC226-002-BARNES-F16","Random",6,1940,6,10020.037,9464.36,555.677,109,110,138,59,316,206,211,138,73,1646,0,1226,420,1646,2,87,1559,38,51,2,43,5.09050101522843,6.46276744186047,5.02786040339703,9.01091193947393,0.132135984605516,1.96190476190476,0.247596153846154,0.947144592952612,0.00364520048602673,0.0528554070473876
"rabaraho","CSC226-002-BARNES-F16","Random",1,149,0,1499.65,1499.65,0,15,16,3,1,59,19,16,11,5,97,0,97,0,97,0,5,92,0,0,0,0,9.61314102564103,0,9.61314102564103,14.6657823042128,0.206521739130435,1.26666666666667,0.355140186915888,0.948453608247423,0,0.0515463917525773
"rabaraho","CSC226-002-BARNES-F16","Random",2,224,0,1871.258,1831.15,40.108,23,23,3,1,83,32,18,12,6,153,0,153,0,153,0,10,143,0,5,0,1,7.87260924369748,3.64618181818182,8.0774140969163,13.0777631812771,0.223776223776224,1,0.365714285714286,0.934640522875817,0,0.065359477124183
"rabaraho","CSC226-002-BARNES-F16","Random",3,354,0,2678.188,2608.397,69.791,34,33,14,1,112,50,32,20,12,259,0,259,0,259,0,16,243,0,11,0,2,7.17222192513369,3.17231818181818,7.42221590909091,11.6472215221718,0.205761316872428,0.961538461538462,0.338983050847458,0.938223938223938,0,0.0617760617760618
"rabaraho","CSC226-002-BARNES-F16","Random",4,1047,2,8288.092,8209.233,78.859,79,53,70,9,225,119,92,68,24,848,0,848,0,848,6,43,805,76,18,0,28,7.70110492107707,2.54383870967742,7.85394933078394,12.8001341445378,0.147826086956522,1.38372093023256,0.267115600448934,0.949292452830189,0.00235849056603774,0.0507075471698113
"rabaraho","CSC226-002-BARNES-F16","Random",5,1118,2,8597.091,8474.388,122.703,84,53,82,9,243,135,93,68,25,906,0,906,0,906,6,50,856,76,24,1,28,7.46364471403813,2.78870454545455,7.64895765765766,12.4355954550311,0.157710280373832,1.29807692307692,0.28125,0.944812362030905,0.0022075055187638,0.0551876379690949
"rabaraho","CSC226-002-BARNES-F16","Random",6,1240,2,9387.248,9011.413,375.835,89,59,99,9,264,159,97,70,27,1010,0,1010,0,1010,6,50,960,81,24,1,31,7.34754296875,4.52813253012048,7.54304093567251,12.160908663854,0.165625,1.29268292682927,0.293628808864266,0.95049504950495,0.00198019801980198,0.0495049504950495
"jwbober","CSC226-001-BARNES-F16","Random",1,308,0,1482.307,1482.307,0,39,20,24,7,48,32,58,49,9,268,0,268,0,268,0,3,265,30,0,0,0,4.69084493670886,0,4.69084493670886,6.00467408138887,0.120754716981132,2.13333333333333,0.228571428571428,0.988805970149254,0,0.0111940298507463
"jwbober","CSC226-001-BARNES-F16","Random",2,544,3,2515.611,2458.411,57.2,53,32,46,8,86,59,80,65,15,469,2,453,18,471,0,21,450,49,10,0,6,4.50342754919499,3.81333333333333,4.52245588235294,6.33420105018101,0.131111111111111,1.63888888888889,0.242798353909465,0.955414012738854,0.00636942675159236,0.0445859872611465
"jwbober","CSC226-001-BARNES-F16","Random",3,764,3,3695.947,3607.613,88.334,78,44,67,13,125,97,105,85,20,656,2,640,18,658,0,27,631,55,16,0,11,4.70601908396947,3.39746153846154,4.75078552631579,7.02557734497376,0.153724247226624,1.73214285714286,0.282387190684134,0.958966565349544,0.00455927051671732,0.0410334346504559
"jwbober","CSC226-001-BARNES-F16","Random",4,1197,4,6105.789,5911.124,194.665,104,61,117,16,211,169,129,103,26,1006,4,992,18,1010,0,48,962,80,30,0,25,4.9979412244898,4.42420454545455,5.019316680779,7.38985802130014,0.175675675675676,1.87777777777778,0.321292775665399,0.952475247524752,0.00396039603960396,0.0475247524752475
"jwbober","CSC226-001-BARNES-F16","Random",5,1277,4,6253.389,6042.143,211.246,110,61,129,18,231,184,134,107,27,1069,4,1055,18,1073,0,58,1015,82,40,0,25,4.79069671504966,3.52076666666667,4.85170216172938,7.20502343088482,0.18128078817734,1.7037037037037,0.327693677649154,0.945945945945946,0.00372786579683131,0.0540540540540541
"jwbober","CSC226-001-BARNES-F16","Random",6,1602,4,7314.702,7093.821,220.881,129,67,172,23,296,233,158,118,40,1332,4,1318,18,1336,0,70,1266,84,48,0,38,4.47811904761905,3.15544285714286,4.53716709183673,6.77655751240018,0.184044233807267,1.83464566929134,0.334529791816224,0.947604790419162,0.0029940119760479,0.0523952095808383
"xrao","CSC226-001-BARNES-F16","Random",1,153,0,1147.463,1147.463,0,9,14,11,0,28,23,11,6,5,132,0,132,0,132,0,0,132,10,0,0,3,7.17164375,0,7.17164375,11.0032531872425,0.174242424242424,1.53333333333333,0.312925170068027,1,0,0
"xrao","CSC226-001-BARNES-F16","Random",2,235,0,1528.715,1386.834,141.881,16,23,12,0,43,34,17,9,8,202,0,202,0,202,0,17,185,11,5,10,3,6.20918623481781,5.25485185185185,6.32630909090909,10.0556743155686,0.183783783783784,1.13333333333333,0.316279069767442,0.915841584158416,0,0.0841584158415842
"xrao","CSC226-001-BARNES-F16","Random",3,323,0,1909.03,1715.119,193.911,24,31,16,0,57,47,24,14,10,279,0,279,0,279,0,28,251,11,16,10,7,5.65137463126844,4.40706818181818,5.83696610169492,9.12961707095072,0.187250996015936,0.94,0.312292358803987,0.899641577060932,0,0.100358422939068
"xrao","CSC226-001-BARNES-F16","Random",4,465,0,2701.328,2491.548,209.78,51,39,19,2,75,70,41,17,24,406,0,406,0,406,0,36,370,16,23,10,9,5.58661237113402,3.81418181818182,5.81331860465116,9.52275384647255,0.189189189189189,1.02941176470588,0.319634703196347,0.911330049261084,0,0.0886699507389163
"xrao","CSC226-001-BARNES-F16","Random",5,582,0,3349.587,3119.21,230.377,56,42,34,4,98,92,44,20,24,505,0,505,0,505,0,42,463,22,28,10,13,5.52443092105263,3.65677777777778,5.7403247706422,9.25230539765614,0.198704103671706,1.06976744186047,0.335154826958106,0.916831683168317,0,0.0831683168316832
"xrao","CSC226-001-BARNES-F16","Random",6,733,0,3868.714,3619.946,248.768,67,53,43,5,123,114,54,25,29,634,0,634,0,634,0,51,583,30,36,10,14,5.08369462647444,3.31690666666667,5.27629505813954,8.5462949288156,0.195540308747856,1.08571428571429,0.331395348837209,0.919558359621451,0,0.0804416403785489
"skcoleba","CSC226-002-BARNES-F16","Random",1,73,3,1021.633,1021.633,0,9,9,0,1,14,16,3,3,0,66,0,66,0,66,6,14,52,0,0,0,0,12.7704125,0,12.7704125,19.7359009653289,0.307692307692308,1.06666666666667,0.477611940298508,0.787878787878788,0.0454545454545455,0.212121212121212
"skcoleba","CSC226-002-BARNES-F16","Random",2,135,6,1663.69,1553.726,109.964,15,16,0,2,31,26,7,6,1,117,0,117,0,117,6,24,93,0,7,0,0,11.1067866666667,6.46847058823529,11.6996541353383,17.7880433851214,0.279569892473118,0.866666666666667,0.422764227642276,0.794871794871795,0.0512820512820513,0.205128205128205
"skcoleba","CSC226-002-BARNES-F16","Random",3,263,6,2940.684,2790.389,150.295,24,33,0,6,54,53,10,8,2,227,0,227,0,227,6,31,196,3,13,0,1,10.3691584507042,6.0118,10.7897528957529,16.5062600025452,0.270408163265306,1.06,0.430894308943089,0.863436123348018,0.026431718061674,0.136563876651982
"skcoleba","CSC226-002-BARNES-F16","Random",4,653,7,6448.125,6220.005,228.12,53,60,39,11,112,139,24,18,6,567,1,567,1,568,6,53,515,3,20,0,12,9.43526754385965,6.51771428571429,9.59260862865948,15.5826493611579,0.269902912621359,1.6547619047619,0.464106844741235,0.90669014084507,0.0123239436619718,0.0933098591549296
"skcoleba","CSC226-002-BARNES-F16","Random",5,749,7,7285.297,7014.557,270.74,60,63,53,13,129,160,29,22,7,650,1,650,1,651,6,62,589,6,29,0,14,9.29021783439491,5.88565217391304,9.50213937753721,15.3007455838139,0.271646859083192,1.55339805825243,0.46242774566474,0.904761904761905,0.010752688172043,0.0952380952380952
"skcoleba","CSC226-002-BARNES-F16","Random",6,828,7,7756.605,7479.948,276.657,68,69,61,14,141,181,31,24,7,720,1,720,1,721,6,63,658,6,30,0,18,8.94695046082949,5.6460612244898,9.14443956043956,14.8398561330441,0.275075987841945,1.48360655737705,0.464102564102564,0.912621359223301,0.00970873786407767,0.087378640776699
"jhpatel4","CSC226-001-BARNES-F16","Random",1,512,0,3761.486,3761.486,0,35,37,37,26,51,42,93,54,39,471,0,471,0,471,0,1,470,169,0,0,6,7.20591187739464,0,7.20591187739464,9.93821148990436,0.0893617021276596,2.8,0.17319587628866,0.997876857749469,0,0.00212314225053079
"jhpatel4","CSC226-001-BARNES-F16","Random",2,572,0,4095.658,4086.452,9.206,40,43,37,26,68,53,93,54,39,517,0,517,0,517,0,6,511,171,5,0,7,6.979933560477,1.31514285714286,7.04830172413793,9.9622261972994,0.103718199608611,1.76666666666667,0.195933456561922,0.988394584139265,0,0.011605415860735
"jhpatel4","CSC226-001-BARNES-F16","Random",3,659,0,4441.103,4427.048,14.055,48,53,37,26,93,69,95,54,41,584,0,584,0,584,0,12,572,172,11,0,8,6.53516911764706,0.937,6.66144360902256,9.63825448584697,0.120629370629371,1.38,0.221864951768489,0.979452054794521,0,0.0205479452054795
"jhpatel4","CSC226-001-BARNES-F16","Random",4,1031,2,7750.464,7562.45,188.014,72,61,76,41,151,120,130,65,65,903,0,903,0,903,0,25,878,207,18,0,17,7.329404536862,7.83391666666667,7.31769439071567,11.3863408901813,0.136674259681093,1.76470588235294,0.25369978858351,0.972314507198228,0.00221483942414175,0.0276854928017719
"jhpatel4","CSC226-001-BARNES-F16","Random",5,1119,2,8197.801,7988.883,208.918,76,65,89,43,165,139,134,67,67,980,0,980,0,980,0,31,949,210,24,0,17,7.13366434782609,6.5286875,7.15098032200358,11.1294277308269,0.146469968387777,1.59770114942529,0.268339768339768,0.968367346938775,0.00204081632653061,0.0316326530612245
"jhpatel4","CSC226-001-BARNES-F16","Random",6,1199,2,8500.425,8282.851,217.574,81,70,100,43,187,158,136,68,68,1041,0,1041,0,1041,0,32,1009,210,25,0,18,6.89477309562399,6.2164,6.91457547956631,10.8510499203281,0.156590683845391,1.49056603773585,0.283408071748879,0.96926032660903,0.00192122958693564,0.0307396733909702
"ncstone3","CSC226-002-BARNES-F16","Random",1,518,8,2215.249,2215.249,0,34,28,11,7,111,26,56,47,9,416,0,280,136,416,1,14,402,83,0,0,0,4.20350853889943,0,4.20350853889943,8.52282275232702,0.0646766169154229,1.73333333333333,0.124700239808153,0.966346153846154,0.0192307692307692,0.0336538461538462
"ncstone3","CSC226-002-BARNES-F16","Random",2,651,8,2700.717,2621.956,78.761,44,38,13,8,146,42,63,52,11,523,0,387,136,523,1,21,502,96,7,0,0,4.02785991058122,6.05853846153846,3.98774012158055,8.49459500135598,0.0836653386454183,1.3125,0.157303370786517,0.959847036328872,0.0152963671128107,0.0401529636711281
"ncstone3","CSC226-002-BARNES-F16","Random",3,711,8,2900.954,2735.169,165.785,48,44,14,8,157,49,67,56,11,573,0,437,136,573,1,38,535,96,24,0,0,3.9636480218281,4.36276315789474,3.94182589928058,8.43166222512942,0.091588785046729,0.907407407407407,0.166383701188455,0.933682373472949,0.0139616055846422,0.0663176265270506
